full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.coding.delsarte_bounds.krawtchouk,krawtchouk,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.encoder,encoder,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.encoder.Encoder,Encoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.encoders_catalog,encoders_catalog,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.extended_code,extended_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.extended_code.ExtendedCode,ExtendedCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.extended_code.ExtendedCodeExtendedMatrixEncoder,ExtendedCodeExtendedMatrixEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.extended_code.ExtendedCodeOriginalCodeDecoder,ExtendedCodeOriginalCodeDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.gabidulin_code,gabidulin_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.gabidulin_code.GabidulinCode,GabidulinCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.gabidulin_code.GabidulinGaoDecoder,GabidulinGaoDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.gabidulin_code.GabidulinPolynomialEvaluationEncoder,GabidulinPolynomialEvaluationEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.gabidulin_code.GabidulinVectorEvaluationEncoder,GabidulinVectorEvaluationEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.golay_code,golay_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.golay_code.GolayCode,GolayCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.goppa_code,goppa_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.goppa_code.GoppaCode,GoppaCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.goppa_code.GoppaCodeEncoder,GoppaCodeEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code,grs_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.grs_code.GRSBerlekampWelchDecoder,GRSBerlekampWelchDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GRSErrorErasureDecoder,GRSErrorErasureDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GRSEvaluationPolynomialEncoder,GRSEvaluationPolynomialEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GRSEvaluationVectorEncoder,GRSEvaluationVectorEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GRSGaoDecoder,GRSGaoDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GRSKeyEquationSyndromeDecoder,GRSKeyEquationSyndromeDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.GeneralizedReedSolomonCode,GeneralizedReedSolomonCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.grs_code.ReedSolomonCode,ReedSolomonCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guava,guava,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.guava.QuasiQuadraticResidueCode,QuasiQuadraticResidueCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guava.RandomLinearCodeGuava,RandomLinearCodeGuava,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.gs_decoder,gs_decoder,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.guruswami_sudan.gs_decoder.GRSGuruswamiSudanDecoder,GRSGuruswamiSudanDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.gs_decoder.alekhnovich_root_finder,alekhnovich_root_finder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.gs_decoder.n_k_params,n_k_params,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.gs_decoder.roth_ruckenstein_root_finder,roth_ruckenstein_root_finder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.interpolation,interpolation,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.guruswami_sudan.interpolation.gs_interpolation_lee_osullivan,gs_interpolation_lee_osullivan,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.interpolation.gs_interpolation_linalg,gs_interpolation_linalg,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.interpolation.lee_osullivan_module,lee_osullivan_module,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.utils,utils,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.guruswami_sudan.utils.gilt,gilt,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.utils.johnson_radius,johnson_radius,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.utils.ligt,ligt,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.utils.polynomial_to_list,polynomial_to_list,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.guruswami_sudan.utils.solve_degree2_to_integer_range,solve_degree2_to_integer_range,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.hamming_code,hamming_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.hamming_code.HammingCode,HammingCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.information_set_decoder,information_set_decoder,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.information_set_decoder.InformationSetAlgorithm,InformationSetAlgorithm,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.information_set_decoder.LeeBrickellISDAlgorithm,LeeBrickellISDAlgorithm,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.information_set_decoder.LinearCodeInformationSetDecoder,LinearCodeInformationSetDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.kasami_codes,kasami_codes,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.kasami_codes.KasamiCode,KasamiCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code,linear_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.linear_code.AbstractLinearCode,AbstractLinearCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code.LinearCode,LinearCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code.LinearCodeGeneratorMatrixEncoder,LinearCodeGeneratorMatrixEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code.LinearCodeNearestNeighborDecoder,LinearCodeNearestNeighborDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code.LinearCodeSyndromeDecoder,LinearCodeSyndromeDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code_no_metric,linear_code_no_metric,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.linear_code_no_metric.AbstractLinearCodeNoMetric,AbstractLinearCodeNoMetric,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_code_no_metric.LinearCodeSystematicEncoder,LinearCodeSystematicEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric,linear_rank_metric,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.linear_rank_metric.AbstractLinearRankMetricCode,AbstractLinearRankMetricCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.LinearRankMetricCode,LinearRankMetricCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.LinearRankMetricCodeNearestNeighborDecoder,LinearRankMetricCodeNearestNeighborDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.from_matrix_representation,from_matrix_representation,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.rank_distance,rank_distance,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.rank_weight,rank_weight,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.linear_rank_metric.to_matrix_representation,to_matrix_representation,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.parity_check_code,parity_check_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.parity_check_code.ParityCheckCode,ParityCheckCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.parity_check_code.ParityCheckCodeGeneratorMatrixEncoder,ParityCheckCodeGeneratorMatrixEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.parity_check_code.ParityCheckCodeStraightforwardEncoder,ParityCheckCodeStraightforwardEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.punctured_code,punctured_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.punctured_code.PuncturedCode,PuncturedCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.punctured_code.PuncturedCodeOriginalCodeDecoder,PuncturedCodeOriginalCodeDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.punctured_code.PuncturedCodePuncturedMatrixEncoder,PuncturedCodePuncturedMatrixEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.reed_muller_code,reed_muller_code,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.reed_muller_code.BinaryReedMullerCode,BinaryReedMullerCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.reed_muller_code.QAryReedMullerCode,QAryReedMullerCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.reed_muller_code.ReedMullerCode,ReedMullerCode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.reed_muller_code.ReedMullerPolynomialEncoder,ReedMullerPolynomialEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.reed_muller_code.ReedMullerVectorEncoder,ReedMullerVectorEncoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.self_dual_codes,self_dual_codes,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.self_dual_codes.self_dual_binary_codes,self_dual_binary_codes,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.source_coding.huffman,huffman,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.source_coding.huffman.Huffman,Huffman,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.source_coding.huffman.frequency_table,frequency_table,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.subfield_subcode,subfield_subcode,rustmath-coding,FULL,Module structure in rustmath-coding
sage.coding.subfield_subcode.SubfieldSubcode,SubfieldSubcode,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.subfield_subcode.SubfieldSubcodeOriginalCodeDecoder,SubfieldSubcodeOriginalCodeDecoder,rustmath-coding,FULL,Implemented in rustmath-coding
sage.coding.two_weight_db,two_weight_db,rustmath-coding,FULL,Module structure in rustmath-coding
sage.combinat.combination,combination,rustmath-combinatorics,FULL,Module structure in rustmath-combinatorics
sage.combinat.combination.ChooseNK,ChooseNK,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.Combinations,Combinations,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.Combinations_mset,Combinations_mset,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.Combinations_msetk,Combinations_msetk,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.Combinations_set,Combinations_set,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.Combinations_setk,Combinations_setk,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.from_rank,from_rank,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.combination.rank,rank,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition,composition,rustmath-combinatorics,FULL,Module structure in rustmath-combinatorics
sage.combinat.composition.Composition,Composition,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition.Compositions,Compositions,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition.Compositions_all,Compositions_all,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition.Compositions_constraints,Compositions_constraints,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition.Compositions_n,Compositions_n,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition.composition_iterator_fast,composition_iterator_fast,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_signed,composition_signed,rustmath-combinatorics,FULL,Module structure in rustmath-combinatorics
sage.combinat.composition_signed.SignedCompositions,SignedCompositions,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau,composition_tableau,rustmath-combinatorics,FULL,Module structure in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableau,CompositionTableau,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableaux,CompositionTableaux,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableauxBacktracker,CompositionTableauxBacktracker,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableaux_all,CompositionTableaux_all,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableaux_shape,CompositionTableaux_shape,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.composition_tableau.CompositionTableaux_size,CompositionTableaux_size,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word,dyck_word,rustmath-combinatorics,FULL,Module structure in rustmath-combinatorics
sage.combinat.dyck_word.CompleteDyckWords,CompleteDyckWords,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.CompleteDyckWords_all,CompleteDyckWords_all,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.CompleteDyckWords_size,CompleteDyckWords_size,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.DyckWord,DyckWord,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.DyckWordBacktracker,DyckWordBacktracker,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.DyckWord_complete,DyckWord_complete,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.DyckWords,DyckWords,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
sage.combinat.dyck_word.DyckWords_all,DyckWords_all,rustmath-combinatorics,FULL,Implemented in rustmath-combinatorics
